"property_number","borough_code","sign_name","category","site_amenities","sector_name","sector_desc","functional_acreage","total_acreage","avghours_2021q1","avghours_2021q2","avghours_2021q3","avghours_2021q4","avgcosts_2021q1","avgcosts_2021q2","avgcosts_2021q3","avgcosts_2021q4","avgdays_2021q1","avgdays_2021q2","avgdays_2021q3","avgdays_2021q4","fixedpost_2021q1","fixedpost_2021q2","fixedpost_2021q3","fixedpost_2021q4","q1work_order_cost","q2work_order_cost","q3work_order_cost","q4work_order_cost"
"M148","M","White Playground","Small Park","Athletic Facilities,Playground","Manhattan Sector 10.11","Districts 10, 11",0.68,0.68,19,16,11,34,324,234,146,542,4.4,4.5,5.4,6.2,"Yes","No","No","Yes",239,661,440,1292
"M379","M","Canal Park","Small Park",NA,"Manhattan Sector 1.2","Districts 1, 2",0.67,0.67,12,6,3,12,217,110,62,207,5.5,4.5,4.4,4.5,"No","No","No","No",80,220,32,680
"B173","B","Fraser Square","Small Park",NA,"Brooklyn Sector 17.18","Districts 17, 18",0.67,0.67,13,15,17,20,161,192,296,349,4.7,5.4,6.2,6.5,"Yes","Yes","Yes","Yes",0,77,871,2240
"M211A","M","St. Nicholas Playground South","Small Park","Athletic Facilities,Comfort Station,Playground","Manhattan Sector 10.11","Districts 10, 11",0.67,0.67,21,9,10,30,282,125,138,453,5.7,4.6,4.5,4.7,"Yes","No","No","Yes",5798,2850,1435,250
"M240","M","Audubon Playground","Small Park","Playground","Manhattan Sector 12.12A","Districts 12, 12A",0.66,0.66,7,12,16,17,97,175,227,239,5.3,5.2,6.3,5.2,"No","No","No","No",97,281,89,284
"Q457","Q","College Point Park","Small Park","Athletic Facilities","Queens Sector 7","District 7",0.66,0.66,12,11,10,8,162,143,133,143,4.2,3.8,5.1,4.3,"Yes","Yes","Yes","Yes",119,141,33,52
"M211B","M","Langston Hughes Playground","Small Park","Athletic Facilities,Comfort Station,Playground","Manhattan Sector 10.11","Districts 10, 11",0.66,0.66,25,10,11,28,339,147,143,422,5.7,3.8,4,4.2,"Yes","No","No","Yes",328,1735,538,547
"B585","B","Prospect Plaza Park","Small Park",NA,"Brooklyn Sector 5.16","Districts 5, 16",0.66,0.66,5,6,5,12,83,93,88,193,2.8,3.3,3.8,4.2,"No","No","No","No",194,482,110,167
"X170","X","The Pearly Gates","Small Park","Athletic Facilities,Comfort Station,Playground","Bronx Sector 9.10","Districts 9, 10",0.66,0.66,58,57,55,44,726,722,692,689,5.5,6.3,6.6,5.7,"Yes","Yes","Yes","Yes",982,792,147,556
"M286","M","Asphalt Green","Small Park","Athletic Facilities,Playground","Manhattan Sector 6.8.15","Districts 6, 8, 15",0.6554,4.35,8,5,7,19,124,91,113,285,6.3,5.5,5.8,6.1,"No","No","No","No",1043,73,47,271
"B162","B","Brizzi Playground","Small Park","Playground","Brooklyn Sector 10.12","Districts 10, 12",0.65,0.65,18,10,9,9,294,172,159,161,4.8,3.7,4.1,3.5,"No","No","No","No",39,897,252,562
"M155","M","Courtney Callender Playground","Small Park","Athletic Facilities,Playground","Manhattan Sector 10.11","Districts 10, 11",0.65,0.65,10,7,8,10,154,108,122,143,5.4,5.5,5.5,5,"No","No","No","No",535,384,149,5242
"R100","R","Drumgoole Tot Lot","Small Park","Playground","Staten Island Sector 3","District 3",0.64,0.64,3,3,3,4,45,49,48,72,5.9,5.9,5.5,6.5,"No","No","No","No",292,0,42,0
"X053","X","O'Neill Triangle","Small Park",NA,"Bronx Sector 3.6","Districts 3, 6",0.64,0.64,8,7,6,17,123,121,84,239,6.1,6,4.8,5.8,"No","No","No","No",28,76,329,119
"X175","X","Riverbend Playground","Small Park","Athletic Facilities,Comfort Station,Playground","Bronx Sector 7.8","Districts 7, 8",0.64,0.64,7,10,8,10,106,157,131,159,5.9,5.6,5.5,6,"No","No","No","No",126,43,77,188
"M069","M","Vesuvio Playground","Small Park","Athletic Facilities,Comfort Station,Playground","Manhattan Sector 1.2","Districts 1, 2",0.64,0.64,8,6,9,7,129,107,147,123,4.5,5.1,5,5.1,"Yes","Yes","Yes","Yes",4257,225,1080,4398
"X148A3","X","Bridge Playground","Small Park","Athletic Facilities","Bronx Sector 4.5","Districts 4, 5",0.63,0.63,9,4,10,12,149,71,157,177,4.6,3.2,5,5.3,"No","No","No","No",237,37,282,327
"Q013","Q","Veterans Grove","Small Park","Playground","Queens Sector 3.4","Districts 3, 4",0.63,0.63,9,8,6,5,137,125,98,101,5.9,5.9,6,5.6,"No","No","No","No",0,107,129,1379
"Q376","Q","Cedar Grove Playground","Small Park","Athletic Facilities","Queens Sector 8.9","Districts 8, 9",0.62,0.62,2,2,2,2,30,43,45,30,1.8,2.8,3.2,2.5,"No","No","No","No",151,0,26,33
"X258","X","Cleopatra Playground","Small Park","Athletic Facility,Playground","Bronx Sector 4.5","Districts 4, 5",0.62,0.62,4,4,5,16,86,74,91,289,3.8,4.5,4.7,5,"No","No","No","No",332,768,619,542
"B149A","B","Elton Playground","Small Park","Athletic Facilities,Playground","Brooklyn Sector 5.16","Districts 5, 16",0.62,0.62,8,6,5,10,124,92,86,162,2.7,3.3,3.8,5.5,"No","No","No","No",1002,265,352,197
"M108Q","M","Twenty-Four Sycamores Park","Small Park","Athletic Facilities,Playground","Manhattan Sector 6.8.15","Districts 6, 8, 15",0.62,0.62,6,7,9,21,99,113,146,318,6.3,5.8,6.2,6.3,"No","No","No","No",279,224,28,68
"X295","X","Half-Nelson Playground","Small Park","Athletic Facility,Playground","Bronx Sector 4.5","Districts 4, 5",0.61,0.61,4,6,7,14,85,117,134,238,3.9,4.7,4.4,5.5,"No","No","No","No",99,102,335,77
"M228","M","Henry M. Jackson Playground","Small Park","Athletic Facilities","Manhattan Sector 3","District 3",0.61,0.61,16,7,5,20,266,130,75,325,6.2,4.7,4.2,6.2,"Yes","No","No","Yes",5,87,25,135
"M120A","M","William F. Passannante Ballfield","Small Park","Athletic Facilities","Manhattan Sector 1.2","Districts 1, 2",0.61,0.61,6,7,6,7,82,96,90,108,4.5,4.8,5,5.1,"Yes","Yes","Yes","Yes",153,33,12,136
"M285","M","Dr. Ronald E. McNair Playground","Small Park","Playground","Manhattan Sector 10.11","Districts 10, 11",0.6,0.6,11,13,7,10,154,188,103,148,3.2,4.3,4,5.5,"No","No","No","No",71,137,274,165
"M249","M","Penn South Playground","Small Park","Athletic Facilities,Playground","Manhattan Sector 4.5","Districts 4, 5",0.6,0.6,4,15,8,9,65,203,111,129,3.1,5.8,5.3,5.3,"No","Yes","No","No",159,2304,0,199
"B326","B","Cobble Hill Park","Small Park","Playground","Brooklyn Sector 6.7","Districts 6, 7",0.59,0.59,7,7,9,9,113,108,145,156,5.6,6.2,6.5,5.8,"No","No","No","No",654,720,549,840
"B402","B","George Walker Jr. Park","Small Park","Athletic Facilities,Playground","Brooklyn Sector 5.16","Districts 5, 16",0.59,0.59,4,5,3,10,62,73,51,160,2.5,3.2,2.8,4.6,"No","No","No","No",399,293,99,524
"B161","B","James Forten Playground","Small Park","Athletic Facilities,Comfort Station,Playground","Brooklyn Sector 8.9","Districts 8, 9",0.59,0.59,17,15,12,36,237,196,163,476,5,5.2,5.2,5.8,"Yes","Yes","Yes","Yes",1975,129,334,1252
"M108N","M","Peter Detmold Park","Small Park",NA,"Manhattan Sector 6.8.15","Districts 6, 8, 15",0.59,0.59,12,22,23,9,176,225,257,156,5.3,6.5,6.6,5.8,"Yes","Yes","Yes","Yes",1990,43,246,85
"Q120","Q","Harvard Playground","Small Park","Athletic Facilities,Playground","Queens Sector 10.12","Districts 10, 12",0.58,0.58,5,5,6,8,97,99,119,128,5,5.2,5.1,4.9,"No","No","No","No",372,26,0,207
"M277","M","Hell's Kitchen Park","Small Park","Athletic Facilities,Playground","Manhattan Sector 4.5","Districts 4, 5",0.58,0.58,6,8,6,10,97,128,91,146,3.3,4.8,4.2,5.5,"No","No","No","No",1661,991,80,706
"B207","B","Sarsfield Playground","Small Park","Comfort Station,Playground","Brooklyn Sector 17.18","Districts 17, 18",0.58,0.58,22,22,18,21,288,304,307,360,5.9,6.4,6.3,6.7,"Yes","Yes","Yes","Yes",1034,4902,745,1875
"Q444","Q","Sean's Place","Small Park","Athletic Facilities,Playground","Queens Sector 1.2","Districts 1, 2",0.58,0.58,6,6,6,7,87,101,105,121,4.9,5.8,5.5,6.2,"No","No","No","No",111,129,0,234
"M234","M","Wright Brothers Playground","Small Park","Athletic Facilities,Comfort Station,Playground","Manhattan Sector 12.12A","Districts 12, 12A",0.58,0.58,8,30,17,21,99,368,217,300,5.3,5.8,5.8,5.5,"No","Yes","Yes","Yes",630,606,807,745
"Q038","Q","Benninger Playground","Small Park","Athletic Facilities,Playground","Queens Sector 5.6","Districts 5, 6",0.57,0.57,4,4,4,11,86,82,85,208,3.3,3.7,3.8,4,"No","No","No","No",200,52,283,532
"Q225","Q","Broad Channel Veteran's Park","Small Park",NA,"Queens Sector 14","District 14",0.57,0.57,2,2,3,3,30,36,39,48,4.4,4.5,4.5,4.5,"No","No","No","No",NA,NA,NA,NA
"M018","M","Carmansville Playground","Small Park","Athletic Facilities,Comfort Station,Playground","Manhattan Sector 7.9","Districts 7, 9",0.57,0.57,7,12,10,21,119,183,160,303,4.9,6.2,5.2,6.2,"No","No","No","No",1019,252,617,745
"B209","B","Galapo Playground","Small Park","Comfort Station,Playground","Brooklyn Sector 11.15","Districts 11, 15",0.57,0.57,33,29,30,37,431,375,377,485,5.6,5.5,5.6,5.9,"Yes","Yes","Yes","Yes",154,123,525,704
"B223S","B","Macri Triangle","Small Park",NA,"Brooklyn Sector 1","District 1",0.57,0.57,5,10,7,5,100,168,118,83,4.1,5.6,4.6,3.6,"Yes","Yes","Yes","No",17,11,23,0
"Q502","Q","Rory Staunton Field","Small Park","Athletic Facilities","Queens Sector 3.4","Districts 3, 4",0.57,0.57,14,12,16,20,205,181,268,355,6.1,4.6,4.8,4.5,"No","Yes","Yes","Yes",0,426,0,249
"B137","B","Sixteen Sycamores Playground","Small Park","Athletic Facilities,Comfort Station,Playground","Brooklyn Sector 2","District 2",0.57,0.57,23,25,8,43,278,306,107,613,6.2,4.5,2.4,5.8,"Yes","Yes","No","Yes",1158,1243,568,477
"B595","B","Greenpoint Landing","Small Park",NA,"Brooklyn Sector 1","District 1",0.56,0.56,4,4,NA,NA,62,71,NA,NA,3.6,5.2,NA,NA,"No","No",NA,NA,850,0,0,310
"M259","M","McKinley Playground","Small Park","Athletic Facilities,Comfort Station","Manhattan Sector 3","District 3",0.56,0.56,5,3,3,6,81,46,49,92,5.2,5.5,5.3,6,"No","No","No","No",374,67,5,52
"Q262","Q","Alameda Malls","Small Park",NA,"Queens Sector 11.13","Districts 11, 13",0.55,0.55,2,1,1,1,31,20,12,16,1.8,1.8,1.7,1.5,"No","No","No","No",NA,NA,NA,NA
"X102","X","Ciccarone Park","Small Park","Athletic Facility,Comfort Station,Playground","Bronx Sector 3.6","Districts 3, 6",0.55,0.55,19,9,6,5,315,135,98,98,5.1,4.5,4.5,4.7,"Yes","No","No","No",591,2288,564,1367
"B095","B","Ennis Playground","Small Park","Athletic Facilities,Playground","Brooklyn Sector 6.7","Districts 6, 7",0.55,0.55,10,7,6,8,151,125,102,124,5.7,5.8,5.8,5.8,"No","No","No","No",791,311,28,377
"M395","M","Fiorello La Guardia Park","Small Park","Playground","Manhattan Sector 1.2","Districts 1, 2",0.55,0.55,3,4,5,3,53,86,106,64,4.2,5.2,5.1,4.9,"No","No","No","No",38,35,50,18
"M221","M","Gutenberg Playground","Small Park","Athletic Facilities","Manhattan Sector 4.5","Districts 4, 5",0.55,0.55,2,10,4,7,37,139,63,110,3.3,5.4,4.7,5.5,"No","Yes","No","No",19,1334,5,786
"Q326","Q","James A. Bland Playground","Small Park","Athletic Facilities,Playground","Queens Sector 7","District 7",0.55,0.55,1,4,5,4,29,69,83,68,2.6,2.1,2.7,3.3,"No","No","No","No",464,112,0,504
"X299","X","Little Claremont Playground","Small Park","Athletic Facilities,Playground","Bronx Sector 3.6","Districts 3, 6",0.55,0.55,7,7,6,12,114,126,97,184,4.8,5.7,5.1,5.3,"No","No","No","No",694,295,63,269
"R099","R","Park","Small Park",NA,"Staten Island Sector 3","District 3",0.55,0.55,0,0,0,0,2,1,1,2,1.2,1,1,1.5,"No","No","No","No",NA,NA,NA,NA
"B208","B","Pfc Norton Playground","Small Park","Athletic Facilities,Comfort Station,Playground","Brooklyn Sector 11.15","Districts 11, 15",0.55,0.55,37,29,27,38,462,363,349,499,5.6,5.7,6,6.4,"Yes","Yes","Yes","Yes",330,103,1312,508
"B297","B","Albemarle Playground","Small Park","Athletic Facility,Comfort Station,Playground","Brooklyn Sector 10.12","Districts 10, 12",0.54,0.54,15,11,8,7,229,177,146,115,4.9,3.8,4.5,4.1,"No","No","No","No",130,610,222,1076
"Q122","Q","Junction Playground","Small Park","Athletic Facilities,Playground","Queens Sector 3.4","Districts 3, 4",0.54,0.54,19,15,12,13,273,226,175,220,6.1,6.5,6,5.5,"No","No","No","No",210,249,184,208
"B312","B","Woodruff Playground","Small Park","Athletic Facilities,Playground","Brooklyn Sector 5.16","Districts 5, 16",0.54,0.54,24,15,12,11,302,234,182,181,5.6,4.4,4.5,4.8,"Yes","Yes","Yes","Yes",388,326,705,317
"X216","X","Abigail Playground","Small Park","Athletic Facilities,Comfort Station,Playground","Bronx Sector 1.2","Districts 1, 2",0.53,0.53,8,11,17,15,119,162,222,215,3.4,5.8,5,4.4,"No","No","No","Yes",926,99,354,158
"X362","X","Catherine Scott Promenade","Small Park",NA,"Bronx Sector 15.15A","Districts 15, 15A",0.53,0.53,3,3,2,5,42,54,39,82,2,2.8,3.8,4,"No","No","No","No",NA,NA,NA,NA
"B168","B","Continental Army Plaza","Small Park",NA,"Brooklyn Sector 1","District 1",0.53,0.53,6,5,10,14,98,88,139,208,3.8,4.8,3.8,4.5,"Yes","Yes","Yes","Yes",224,199,15,223
"M066","M","Dr. Gertrude B. Kelly Playground","Small Park","Athletic Facilities,Playground","Manhattan Sector 4.5","Districts 4, 5",0.53,0.53,5,11,7,8,79,158,101,126,3.3,5.2,4.8,5.4,"No","No","No","No",858,178,105,324
"M201","M","Wald Playground","Small Park","Athletic Facilities,Playground","Manhattan Sector 3","District 3",0.53,0.53,6,4,5,9,111,70,74,131,5,5.1,4.2,4.9,"No","No","No","No",93,562,90,8323
"Q045","Q","Andrews Grove","Small Park","Playground","Queens Sector 1.2","Districts 1, 2",0.52,0.52,27,28,28,42,419,445,443,670,6.6,6.6,6.4,6.1,"Yes","Yes","Yes","Yes",315,129,489,488
"M200A","M","Anibal Aviles Playground","Small Park","Playground","Manhattan Sector 7.9","Districts 7, 9",0.52,0.52,12,8,7,12,193,126,114,187,6.2,6.4,6.5,6.4,"No","No","No","No",11,210,14,342
"X148M","X","Chief Dennis L. Devlin Park","Small Park",NA,"Bronx Sector 9.10","Districts 9, 10",0.52,0.52,4,7,8,9,61,104,118,131,3.4,5.8,5.8,5.4,"No","No","No","No",0,14,0,78
"B223B","B","Dimattina Playground","Small Park","Comfort Station,Playground","Brooklyn Sector 6.7","Districts 6, 7",0.52,0.52,8,6,18,22,115,91,245,329,5.5,6.2,6.6,6.1,"No","No","Yes","Yes",200,2444,292,602
"B023","B","Lafayette Playground","Small Park","Athletic Facilities,Playground","Brooklyn Sector 3.4","Districts 3, 4",0.52,0.52,34,28,18,21,414,339,218,286,4.9,4.4,4.2,4.5,"Yes","Yes","Yes","Yes",299,297,194,90
"X280","X","Washington Park","Small Park","Athletic Facility,Playground","Bronx Sector 3.6","Districts 3, 6",0.52,0.52,15,5,5,4,228,76,77,65,5,3.9,4.9,3.8,"Yes","No","No","No",3315,1333,213,857
"Q133","Q","Pat Williams Playground","Small Park","Athletic Facility,Playground","Queens Sector 11.13","Districts 11, 13",0.51,0.51,1,3,3,3,16,42,52,45,2.1,3.4,3.7,3.2,"No","No","No","No",346,95,0,52
"X110D","X","Bell Tower Park","Small Park",NA,"Bronx Sector 7.8","Districts 7, 8",0.5,0.5,1,1,1,1,11,11,11,19,1.4,3.2,2.8,3,"No","No","No","No",290,212,0,56
"B405","B","Epiphany Playground","Small Park","Athletic Facilities,Playground","Brooklyn Sector 1","District 1",0.5,0.5,5,5,6,7,81,82,73,88,2.5,3.2,2.8,3.8,"Yes","Yes","Yes","Yes",90,1608,0,341
"B043","B","Greenpoint Playground","Small Park","Comfort Station,Playground","Brooklyn Sector 1","District 1",0.5,0.5,7,6,7,8,124,96,120,141,6.6,6.5,6.2,6.2,"No","No","No","No",1146,738,153,441
"X110C","X","Park","Small Park",NA,"Bronx Sector 7.8","Districts 7, 8",0.5,0.5,0,1,2,2,8,20,25,35,1.4,2.8,3,3.1,"No","No","No","No",28,0,230,37
"X110B","X","Phyllis Post Goodman Park","Small Park",NA,"Bronx Sector 7.8","Districts 7, 8",0.5,0.5,1,1,1,1,19,10,19,24,1.3,2.3,2.2,2.8,"No","No","No","No",28,0,28,0
"B222","B","Pierrepont Playground","Small Park","Comfort Station,Playground","Brooklyn Sector 2","District 2",0.5,0.5,23,11,11,38,281,145,140,557,6.5,6.1,4.3,6.2,"Yes","Yes","Yes","Yes",461,2655,1368,827
"Q285","Q","Al Stabile Playground","Small Park","Athletic Facilities,Playground","Queens Sector 10.12","Districts 10, 12",0.49,0.49,7,4,6,9,104,63,91,130,3.7,3.8,4.5,4.8,"No","No","No","No",107,0,0,199
"B223IB","B","Bar and Grill Park","Small Park",NA,"Brooklyn Sector 2","District 2",0.49,0.49,6,7,5,1,81,88,58,15,5.9,5,3.3,1.4,"Yes","Yes","Yes","No",0,0,0,160
"X086","X","Charlton Garden","Small Park",NA,"Bronx Sector 3.6","Districts 3, 6",0.49,0.49,7,9,8,15,100,158,133,218,5.2,5.8,4.5,5.6,"No","No","No","No",0,62,278,308
"M257","M","Clement Clarke Moore Park","Small Park","Playground","Manhattan Sector 4.5","Districts 4, 5",0.49,0.49,5,10,6,10,67,145,91,138,3.1,5.2,4.6,5.4,"No","No","No","No",365,1130,743,575
"Q267","Q","Court Square Park","Small Park",NA,"Queens Sector 1.2","Districts 1, 2",0.49,0.49,4,2,3,3,40,34,59,57,4.2,5.2,5.8,5.5,"No","No","No","No",56,356,21,394
"R033","R","Levy Playground","Small Park","Athletic Facility,Comfort Stations,Playground","Staten Island Sector 1","District 1",0.49,0.49,5,6,7,10,89,109,121,155,5.2,6.2,6,5.9,"No","No","No","No",299,942,471,886
"B166E","B","Sixteen Lindens Triangle","Small Park",NA,"Brooklyn Sector 11.15","Districts 11, 15",0.49,0.49,1,1,1,1,12,11,24,24,2.8,2.8,4.7,3.8,"No","No","No","No",294,0,0,0
"B255H","B","Thomas J. Cuite Park","Small Park","Playground","Brooklyn Sector 6.7","Districts 6, 7",0.49,0.49,16,16,12,17,248,241,201,275,5.9,5.2,5.8,6,"Yes","Yes","Yes","Yes",79,77,78,705
"M251","M","Bleecker Playground","Small Park","Comfort Station,Playground","Manhattan Sector 1.2","Districts 1, 2",0.48,0.48,7,11,7,8,123,173,119,132,4.3,5.1,5.2,4.9,"Yes","Yes","Yes","Yes",968,3105,2391,416
"B255L","B","Captain John McKenna, IV Park","Small Park",NA,"Brooklyn Sector 6.7","Districts 6, 7",0.48,0.48,12,12,14,17,190,185,224,268,4.9,4.1,5.3,5.7,"Yes","Yes","Yes","Yes",NA,NA,NA,NA
"M171","M","Cherry Clinton Playground","Small Park","Athletic Facilities","Manhattan Sector 3","District 3",0.48,0.48,3,3,5,9,57,58,82,144,4.5,6.2,5.5,5.9,"No","No","No","No",3170,3954,59,60
"X112","X","Hilton White Playground","Small Park","Comfort Station,Playground","Bronx Sector 3.6","Districts 3, 6",0.48,0.48,9,12,12,24,145,207,191,348,6.4,6.3,5.7,6,"No","No","No","No",1133,811,169,525
"M154","M","Mathews-Palmer Playground","Small Park","Athletic Facilities,Comfort Station,Playground","Manhattan Sector 4.5","Districts 4, 5",0.48,0.48,5,11,7,10,78,163,105,146,3.4,5.5,4.4,5.7,"No","No","No","No",1518,774,314,959
"B063","B","Milestone Park","Small Park",NA,"Brooklyn Sector 11.15","Districts 11, 15",0.48,0.48,6,8,4,7,85,126,77,139,4.3,5,5.4,5.7,"No","No","No","No",355,159,0,88
"Q357G","Q","Turtle Playground","Small Park","Playground","Queens Sector 7","District 7",0.48,0.48,3,4,3,2,47,71,57,39,2,2,3.5,2.3,"No","No","No","No",347,386,131,203
"QT19","Q","Abe Wolfson Triangle","Small Park",NA,"Queens Sector 8.9","Districts 8, 9",0.47,0.47,2,3,3,2,39,53,47,41,2,2.3,2.2,2.6,"No","No","No","No",0,0,0,56
"X148H2","X","Fairmount Playground","Small Park",NA,"Bronx Sector 3.6","Districts 3, 6",0.47,0.47,13,15,3,5,239,224,59,98,3.7,5.4,4.7,5.2,"No","No","No","No",13,378,39,312
"MT01","M","Mannahatta Park","Small Park",NA,"Manhattan Sector 1.2","Districts 1, 2",0.47,0.47,2,2,6,12,34,40,99,199,3.8,5.1,5.2,4.9,"No","No","No","No",676,56,5,103
"B390","B","Mother Cabrini Park","Small Park","Playground","Brooklyn Sector 6.7","Districts 6, 7",0.47,0.47,5,5,6,7,86,88,92,108,5.1,5.2,5,5.2,"No","No","No","No",0,89,62,364
"Q034","Q","Sabba Park","Small Park",NA,"Queens Sector 1.2","Districts 1, 2",0.47,0.47,3,3,3,5,43,48,52,89,4.2,5.4,5.3,5.7,"No","No","No","No",21,0,0,19
"Q463","Q","Cornell Burial Ground","Small Park",NA,"Queens Sector 14","District 14",0.46,0.46,1,1,1,2,12,10,13,25,2.1,1.8,2.6,3.6,"No","No","No","No",NA,NA,NA,NA
"Q393E","Q","LaGuardia Landing Lights","Small Park",NA,"Queens Sector 3.4","Districts 3, 4",0.46,0.46,1,2,2,2,18,32,30,34,2.7,4.3,3.5,3.5,"No","No","No","No",NA,NA,NA,NA
"B265","B","Rainbow Playground","Small Park","Athletic Facilities,Playground","Brooklyn Sector 6.7","Districts 6, 7",0.46,0.46,9,7,6,10,163,124,101,204,6.1,5.7,6.5,6.3,"No","No","No","No",1008,1123,0,991
"B386","B","Ten Eyck Plaza","Small Park","Playground","Brooklyn Sector 1","District 1",0.46,0.46,4,6,5,6,71,99,84,105,4.8,5.3,4.8,3.8,"No","No","No","No",669,0,0,28
"Q066C","Q","Triborough Bridge Playground C","Small Park","Athletic Facility","Queens Sector 1.2","Districts 1, 2",0.46,0.46,5,6,6,9,84,106,108,155,5.2,5.3,5.3,5.7,"Yes","Yes","Yes","Yes",149,385,0,155
"Q451","Q","Underbridge Dog Run","Small Park",NA,"Queens Sector 5.6","Districts 5, 6",0.46,0.46,1,2,2,3,18,41,41,60,1.8,3.5,3.8,3.1,"No","No","No","No",0,111,709,0
"X148L","X","Virginia Playground","Small Park","Comfort Station,Playground","Bronx Sector 9.10","Districts 9, 10",0.46,0.46,14,13,14,16,168,155,166,200,4.9,6.1,6.2,5.6,"Yes","Yes","Yes","Yes",229,309,562,397
"M110","M","William McCray Playground","Small Park","Athletic Facilities,Playground","Manhattan Sector 10.11","Districts 10, 11",0.46,0.46,7,9,7,11,107,138,98,163,5.5,5.5,5.5,5.8,"No","No","No","No",983,134,47,103
"M108P","M","Sutton Parks","Small Park",NA,"Manhattan Sector 6.8.15","Districts 6, 8, 15",0.4557,0.85,37,46,44,21,555,703,645,347,5.4,6.5,6.5,5.8,"Yes","Yes","Yes","Yes",28,270,29,7
"M116","M","ABC Playground","Small Park","Athletic Facilities,Playground","Manhattan Sector 3","District 3",0.45,0.45,3,4,4,5,49,66,61,88,4.2,5.5,4.2,5.4,"No","No","No","No",692,142,0,679
"M279","M","Duarte Square","Small Park",NA,"Manhattan Sector 1.2","Districts 1, 2",0.45,0.45,5,7,5,7,76,107,93,120,4.5,5.1,5,4.9,"Yes","Yes","Yes","Yes",8,0,20,5
"R021","R","Forest Mall","Small Park",NA,"Staten Island Sector 1","District 1",0.45,0.45,2,2,2,3,31,27,31,42,3.8,4.7,3.3,3.5,"No","No","No","No",NA,NA,NA,NA
"M295","M","Mercer Playground","Small Park",NA,"Manhattan Sector 1.2","Districts 1, 2",0.45,0.45,3,4,5,3,51,85,103,64,3.9,5.1,5.1,4.9,"No","No","No","No",8,103,594,139
"Q101","Q","Middle Village Playground","Small Park","Athletic Facilities,Playground","Queens Sector 5.6","Districts 5, 6",0.45,0.45,2,2,1,3,43,36,29,59,3.2,4.3,2.8,3.6,"No","No","No","No",632,112,111,374
"M280","M","Tramway Plaza","Small Park",NA,"Manhattan Sector 6.8.15","Districts 6, 8, 15",0.45,0.45,5,3,4,10,82,55,70,153,6,4.4,4.7,6.1,"No","No","No","No",23,19,109,125
